id,source,channel,url,published,modified,section,keywords,authors,title,canonical_url,success,error_msg,url_id
3526,ifls,twitter,https://iflscience.com/space/the-mars-helicopter-is-ready-for-its-touchdown/,2021-04-01 12:34:00+00:00,,Space,"test, ready, week, mars, weeks, mission, way, helicopter, touchdown, flight, team, ingenuity, away",Dr Alfredo Carpineti,The Mars Helicopter Is Ready For Its Touchdown,https://www.iflscience.com/space/the-mars-helicopter-is-ready-for-its-touchdown/,True,URL with wrong domain,4006.0
3644,ifls,twitter,https://www.iflscience.com/environment/bottom-trawling-could-be-producing-more-carbon-dioxide-than-flying/,2021-03-19 11:59:00+00:00,,Environment,"protection, producing, marine, ocean, way, carbon, areas, sala, protected, stirred, flying, trawling, dioxide",Stephen Luntz,Bottom Trawling Could Be Producing More Carbon Dioxide Than Flying,https://www.iflscience.com/environment/bottom-trawling-could-be-producing-more-carbon-dioxide-than-flying/,True,Article `download()` failed with 404 Client Error: Not Found for url: https://www.iflscience.com/space/the-cia-once-tried-to-communicate-with-ancient-martians-using-a-psychic/ on URL https://www.iflscience.com/space/the-cia-once-tried-to-communicate-with-ancient-martians-using-a-psychic/,4135.0
3380,ifls,twitter,https://www.iflscience.com/technology/a-tesla-car-just-helped-police-capture-a-suspect-in-a-string-of-hate-crimes/,2021-04-19 11:06:00+00:00,,Technology,"vulchevs, car, string, capture, hate, vulchev, church, crimes, cameras, suspect, tesla, solve, helped, footage",James Felton,A Tesla Car Just Helped Police Capture A Suspect In A String Of Hate Crimes,https://www.iflscience.com/technology/a-tesla-car-just-helped-police-capture-a-suspect-in-a-string-of-hate-crimes/,True,URL with wrong domain,3848.0
3578,ifls,twitter,https://www.iflscience.com/physics/could-the-dark-watchers-of-santa-lucia-and-am-fear-liath-mr-be-the-same-phenomenon/,2021-03-18 11:32:00+00:00,,Physics,"watchers, watching, human, mountains, santa, similar, described, explanation, shadows, lucia, dark, seen, theres, figure, shadow, centuries, simple",James Felton,"There's A Simple Explanation For The ""Dark Watchers"" Of Santa Lucia, Which Have Been Seen On The Mountains For Centuries",https://www.iflscience.com/physics/could-the-dark-watchers-of-santa-lucia-and-am-fear-liath-mr-be-the-same-phenomenon/,True,URL with wrong domain,4066.0
3689,ifls,twitter,https://www.iflscience.com/health-and-medicine/why-are-people-struggling-to-swallow-23-times-in-a-row/,2021-03-15 12:49:00+00:00,,Health and Medicine,"try, wave, face, main, water, swallows, dry, sequence, times, struggling, row, swallow, 23",James Felton,Why Are People Struggling To Swallow 2-3 Times In A Row?,https://www.iflscience.com/health-and-medicine/why-are-people-struggling-to-swallow-23-times-in-a-row/,True,Article `download()` failed with 404 Client Error: Not Found for url: https://www.iflscience.com/space/breaking-the-ema-finds-the-oxfordastrazeneca-vaccine-is-not-associated-with-increased-blood-clot-risk/ on URL https://www.iflscience.com/space/breaking-the-ema-finds-the-oxfordastrazeneca-vaccine-is-not-associated-with-increased-blood-clot-risk/,4195.0
3727,ifls,twitter,https://www.iflscience.com/health-and-medicine/woman-who-cried-tears-of-blood-during-menstruation-cured-with-hormonal-contraceptives/,2021-03-10 16:13:00+00:00,,Health and Medicine,"bleeding, hormonal, normal, woman, blood, eyes, tears, menstruation, contraceptives, report, cured, symptom, cried, case",Francesca Benson MSci,Woman Who Cried Tears Of Blood During Menstruation Cured With Hormonal Contraceptives,https://www.iflscience.com/health-and-medicine/woman-who-cried-tears-of-blood-during-menstruation-cured-with-hormonal-contraceptives/,True,Article `download()` failed with 404 Client Error: Not Found for url: https://www.iflscience.com/space/breaking-the-ema-finds-the-oxfordastrazeneca-vaccine-is-not-associated-with-increased-blood-clot-risk/ on URL https://www.iflscience.com/space/breaking-the-ema-finds-the-oxfordastrazeneca-vaccine-is-not-associated-with-increased-blood-clot-risk/,4235.0
3603,ifls,twitter,https://www.iflscience.com/environment/new-bladeless-turbine-may-look-nsfw-but-could-be-the-future-of-wind-power/,2021-03-24 13:02:00+00:00,,Environment,"vortex, nsfw, design, energy, turbine, wildlife, wind, power, bladeless, turbines, spin, look, future, using",Rachael Funnell,New Bladeless Turbine May Look NSFW But Could Be The Future Of Wind Power,https://www.iflscience.com/environment/new-bladeless-turbine-may-look-nsfw-but-could-be-the-future-of-wind-power/,True,Article `download()` failed with 404 Client Error: Not Found for url: https://www.iflscience.com/space/the-cia-once-tried-to-communicate-with-ancient-martians-using-a-psychic/ on URL https://www.iflscience.com/space/the-cia-once-tried-to-communicate-with-ancient-martians-using-a-psychic/,4094.0
3498,ifls,twitter,https://www.iflscience.com/health-and-medicine/these-are-main-findings-from-the-who-covid19-origin-report/,2021-04-03 11:54:00+00:00,,Health and Medicine,"outbreak, weeks, findings, virology, sarscov2, main, wild, wuhan, origin, report, china, team, covid19, virus",Tom Hale,These Are Main Findings From The WHO COVID-19 Origin Report,https://www.iflscience.com/health-and-medicine/these-are-main-findings-from-the-who-covid19-origin-report/,True,URL with wrong domain,3976.0
3312,ifls,twitter,https://www.iflscience.com/editors-blog/the-man-who-ate-everything-from-cats-to-human-corpses-and-possibly-a-child/,2021-04-27 16:53:00+00:00,,Editor's Blog,"hunger, human, possibly, ate, child, corpses, hospital, medical, eating, blood, eat, cats, inside, man, food, dead",James Felton,"The Man Who Ate Everything, From Cats To Human Corpses (And Possibly A Child)",https://www.iflscience.com/editors-blog/the-man-who-ate-everything-from-cats-to-human-corpses-and-possibly-a-child/,True,URL with wrong domain,3773.0
3771,ifls,twitter,https://www.iflscience.com/plants-and-animals/four-giraffes-have-been-rafted-to-safety-while-five-wait-on-flooding-island/,2021-03-04 17:22:00+00:00,,Plants and Animals,"kenya, giraffes, ruko, island, rescue, raft, rafted, wait, wildlife, save, flooding, population, safety, giraffe",Rachael Funnell,Four Giraffes Have Been Rafted To Safety While Five Wait On Flooding Island,https://www.iflscience.com/plants-and-animals/four-giraffes-have-been-rafted-to-safety-while-five-wait-on-flooding-island/,True,Article `download()` failed with 404 Client Error: Not Found for url: https://www.iflscience.com/space/breaking-the-ema-finds-the-oxfordastrazeneca-vaccine-is-not-associated-with-increased-blood-clot-risk/ on URL https://www.iflscience.com/space/breaking-the-ema-finds-the-oxfordastrazeneca-vaccine-is-not-associated-with-increased-blood-clot-risk/,4290.0
3573,ifls,twitter,https://www.iflscience.com/editors-blog/this-week-in-science-march-22-26/,2021-03-26 13:59:00+00:00,,Editor's Blog,"week, science, magnetic, hole, study, field, image, black, genes, pompeii, spider, minutes",Chris Carpineti,This Week In Science!,https://www.iflscience.com/editors-blog/this-week-in-science-march-22-26/,True,URL with wrong domain,4059.0
3377,ifls,twitter,https://www.iflscience.com/health-and-medicine/the-doctor-who-tested-spinal-anesthesia-by-mashing-his-assistants-testicles-and-smashing-his-shins-with-a-hammer/,2021-04-19 16:28:00+00:00,,Health and Medicine,"testicles, mashing, shins, anesthesia, pressure, went, bier, needle, tested, smashing, minutes, spinal, cocaine, strong, assistants, hildebrandt, doctor, hammer",James Felton,The Doctor Who Tested Spinal Anesthesia By Mashing His Assistant's Testicles And Smashing His Shins With A Hammer,https://www.iflscience.com/health-and-medicine/the-doctor-who-tested-spinal-anesthesia-by-mashing-his-assistants-testicles-and-smashing-his-shins-with-a-hammer/,True,URL with wrong domain,3845.0
3444,ifls,twitter,https://www.iflscience.com/plants-and-animals/our-ancestors-brains-stayed-surprisingly-apelike-until-relatively-recently/,2021-04-09 15:52:00+00:00,,Plants and Animals,"human, africa, early, left, surprisingly, ancestors, relatively, brain, homo, stayed, modern, brains, million, ago, georgia, recently, apelike",Tom Hale,Our Ancestors' Brains Stayed Surprisingly Ape-Like Until Relatively Recently,https://www.iflscience.com/plants-and-animals/our-ancestors-brains-stayed-surprisingly-apelike-until-relatively-recently/,True,URL with wrong domain,3915.0
3367,ifls,twitter,https://www.iflscience.com/plants-and-animals/platypuses-are-getting-tangled-in-human-trash-causing-potentially-fatal-injuries/,2021-04-20 16:30:00+00:00,,Plants and Animals,"tangled, human, items, unfortunately, platypus, fatal, study, victoria, platypuses, getting, causing, common, entanglement, cases, injuries, potentially, litter, trash",Rachael Funnell,Platypuses Are Getting Tangled In Human Trash Causing Potentially Fatal Injuries,https://www.iflscience.com/plants-and-animals/platypuses-are-getting-tangled-in-human-trash-causing-potentially-fatal-injuries/,True,URL with wrong domain,3835.0
3642,ifls,twitter,https://www.iflscience.com/space/comet-collision-allowed-astronomers-to-measure-stratospheric-winds-of-jupiter-for-first-time/,2021-03-19 12:14:00+00:00,,Space,"alma, able, astronomers, comet, study, molecules, winds, allowed, stratospheric, collision, windsthe, jupiter, observations, measure, earth",Dr Alfredo Carpineti,Comet Collision Allowed Astronomers To Measure Stratospheric Winds Of Jupiter For First Time,https://www.iflscience.com/space/comet-collision-allowed-astronomers-to-measure-stratospheric-winds-of-jupiter-for-first-time/,True,Article `download()` failed with 404 Client Error: Not Found for url: https://www.iflscience.com/space/the-cia-once-tried-to-communicate-with-ancient-martians-using-a-psychic/ on URL https://www.iflscience.com/space/the-cia-once-tried-to-communicate-with-ancient-martians-using-a-psychic/,4133.0
3786,ifls,twitter,https://www.iflscience.com/technology/latest-roomba-update-has-created-drunk-spinning-robots/,2021-03-02 17:24:00+00:00,,Technology,"latest, roombas, driving, update, created, drunk, way, roomba, robots, spinning, issues, users, reported",Jack Dunhill,"Latest Roomba Update Has Created ""Drunk"", Spinning Robots",https://www.iflscience.com/technology/latest-roomba-update-has-created-drunk-spinning-robots/,True,Article `download()` failed with 404 Client Error: Not Found for url: https://www.iflscience.com/space/breaking-the-ema-finds-the-oxfordastrazeneca-vaccine-is-not-associated-with-increased-blood-clot-risk/ on URL https://www.iflscience.com/space/breaking-the-ema-finds-the-oxfordastrazeneca-vaccine-is-not-associated-with-increased-blood-clot-risk/,4307.0
3477,ifls,twitter,https://www.iflscience.com/environment/bitcoin-mining-will-soon-pump-out-more-carbon-than-czech-republic-new-study-says/,2021-04-06 17:32:00+00:00,,Environment,"soon, czech, pump, used, study, bitcoin, carbon, energy, researchers, mining, consumption, emission, republic, cryptocurrency, output",Tom Hale,"Bitcoin Mining Will Soon Pump Out More Carbon Than Czech Republic, New Study Says",https://www.iflscience.com/environment/bitcoin-mining-will-soon-pump-out-more-carbon-than-czech-republic-new-study-says/,True,URL with wrong domain,3950.0
3664,ifls,twitter,https://www.iflscience.com/brain/15-people-have-been-sealed-in-a-dark-isolated-cave-for-controversial-40day-deep-time-experiment/,2021-03-17 15:40:00+00:00,,The Brain,"volunteers, experiment, 40day, deep, isolated, sealed, 15, prison, biosphere, dark, inside, cave, day, light, controversial",James Felton,"15 People Have Been Sealed In A Dark, Isolated Cave For Controversial 40-Day ""Deep Time"" Experiment",https://www.iflscience.com/brain/15-people-have-been-sealed-in-a-dark-isolated-cave-for-controversial-40day-deep-time-experiment/,True,Article `download()` failed with 404 Client Error: Not Found for url: https://www.iflscience.com/space/breaking-the-ema-finds-the-oxfordastrazeneca-vaccine-is-not-associated-with-increased-blood-clot-risk/ on URL https://www.iflscience.com/space/breaking-the-ema-finds-the-oxfordastrazeneca-vaccine-is-not-associated-with-increased-blood-clot-risk/,4161.0
3566,ifls,twitter,https://www.iflscience.com/plants-and-animals/insects-stole-a-plant-gene-to-evade-plant-defences/,2021-03-26 17:30:00+00:00,,Plants and Animals,"turlings, evade, defences, transfer, gene, plant, genes, btpmat1, insects, toxins, whiteflies, plants, stole, virus",Stephen Luntz,Insects Stole A Plant Gene To Evade Plant Defences,https://www.iflscience.com/plants-and-animals/insects-stole-a-plant-gene-to-evade-plant-defences/,True,URL with wrong domain,4051.0
3402,ifls,twitter,https://www.iflscience.com/brain/psilocybin-rivals-leading-antidepressant-in-small-depression-study/,2021-04-15 12:22:00+00:00,,The Brain,"benefits, antidepressant, psilocybin, weeks, rivals, study, carhartharris, leading, depression, trial, better, finds, small, treating, research",Stephen Luntz,"Psilocybin Rivals Leading Antidepressant At Treating Depression, Small Study Finds",https://www.iflscience.com/brain/psilocybin-rivals-leading-antidepressant-in-small-depression-study/,True,URL with wrong domain,3871.0
3793,ifls,twitter,https://www.iflscience.com/health-and-medicine/people-are-taking-horse-drugs-to-attempt-to-cure-covid19-accidentally-poisoning-themselves/,2021-03-02 15:47:00+00:00,,Health and Medicine,"taking, cure, drugs, accidentally, drug, fda, prevent, told, weber, treatment, treat, attempt, horse, poisoning, ivermectin, using, covid19",James Felton,"People Are Taking Horse Drugs To Attempt To Cure COVID-19, Accidentally Poisoning Themselves",https://www.iflscience.com/health-and-medicine/people-are-taking-horse-drugs-to-attempt-to-cure-covid19-accidentally-poisoning-themselves/,True,Article `download()` failed with 404 Client Error: Not Found for url: https://www.iflscience.com/space/breaking-the-ema-finds-the-oxfordastrazeneca-vaccine-is-not-associated-with-increased-blood-clot-risk/ on URL https://www.iflscience.com/space/breaking-the-ema-finds-the-oxfordastrazeneca-vaccine-is-not-associated-with-increased-blood-clot-risk/,4318.0
3597,ifls,twitter,https://www.iflscience.com/space/watch-wispy-clouds-float-by-overhead-on-mars/,2021-03-24 16:20:00+00:00,,Space,"red, sediment, float, mars, science, wispy, professor, taken, overhead, planets, curiosity, images, watch, clouds",Dr Alfredo Carpineti,Watch Wispy Clouds Float By Overhead On Mars,https://www.iflscience.com/space/watch-wispy-clouds-float-by-overhead-on-mars/,True,Article `download()` failed with 404 Client Error: Not Found for url: https://www.iflscience.com/space/the-cia-once-tried-to-communicate-with-ancient-martians-using-a-psychic/ on URL https://www.iflscience.com/space/the-cia-once-tried-to-communicate-with-ancient-martians-using-a-psychic/,4088.0
3602,ifls,twitter,https://www.iflscience.com/space/nasas-ingenuity-helicopter-will-fly-on-mars-in-just-two-weeks-time/,2021-03-24 15:13:00+00:00,,Space,"nasas, fly, weeks, mars, rover, way, solar, helicopter, small, flight, planet, team, ingenuity",Dr Alfredo Carpineti,NASA’s Ingenuity Helicopter Will Fly On Mars In Just Two Weeks Time,https://www.iflscience.com/space/nasas-ingenuity-helicopter-will-fly-on-mars-in-just-two-weeks-time/,True,Article `download()` failed with 404 Client Error: Not Found for url: https://www.iflscience.com/space/the-cia-once-tried-to-communicate-with-ancient-martians-using-a-psychic/ on URL https://www.iflscience.com/space/the-cia-once-tried-to-communicate-with-ancient-martians-using-a-psychic/,4093.0
3537,ifls,twitter,https://www.iflscience.com/space/this-jellyfish-in-space-took-astronomers-by-surprise/,2021-03-31 14:46:00+00:00,,Space,"radiation, johnstonhollitt, space, surprise, jellyfish, frequency, told, astronomers, iflscience, frequencies, black, supermassive, took, mwa",Stephen Luntz,This “Jellyfish” In Space Took Astronomers By Surprise,https://www.iflscience.com/space/this-jellyfish-in-space-took-astronomers-by-surprise/,True,URL with wrong domain,4017.0
3777,ifls,twitter,https://www.iflscience.com/health-and-medicine/covid19-met-the-perfect-storm-of-antiscience-vaccine-scientist-professor-peter-hotez-says/,2021-03-04 12:58:00+00:00,,Health and Medicine,"virus, science, millions, professor, met, antiscience, pandemic, scientist, hotez, covid19, movement, world, storm, perfect, vaccine, peter",Tom Hale,"COVID-19 Met The ""Perfect Storm"" Of Anti-Science, Vaccine Scientist Professor Peter Hotez Says",https://www.iflscience.com/health-and-medicine/covid19-met-the-perfect-storm-of-antiscience-vaccine-scientist-professor-peter-hotez-says/,True,Article `download()` failed with 404 Client Error: Not Found for url: https://www.iflscience.com/space/breaking-the-ema-finds-the-oxfordastrazeneca-vaccine-is-not-associated-with-increased-blood-clot-risk/ on URL https://www.iflscience.com/space/breaking-the-ema-finds-the-oxfordastrazeneca-vaccine-is-not-associated-with-increased-blood-clot-risk/,4296.0
3521,ifls,twitter,https://www.iflscience.com/editors-blog/byford-dolphin-accident-how-living-under-intense-pressure-led-to-one-of-the-most-gruesome-accidents-in-history/,2021-04-01 16:26:00+00:00,,Editor's Blog,"divers, decompression, chamber, tenders, living, led, pressure, history, diving, accident, bell, long, intense, saturation, gruesome, accidents, byford, trunk, dolphin",Jack Dunhill,Byford Dolphin Accident: How Living Under Intense Pressure Led To One Of The Most Gruesome Accidents In History,https://www.iflscience.com/editors-blog/byford-dolphin-accident-how-living-under-intense-pressure-led-to-one-of-the-most-gruesome-accidents-in-history/,True,URL with wrong domain,4001.0
3632,ifls,twitter,https://www.iflscience.com/health-and-medicine/the-mariko-aoki-phenomenon-when-you-need-to-poop-after-entering-a-book-store/,2021-03-19 14:32:00+00:00,,Health and Medicine,"stores, entering, poop, aoki, books, situation, need, association, probably, condition, urge, phenomenon, wont, store, mariko, book",James Felton,The Mariko Aoki Phenomenon: When You Need To Poop After Entering A Book Store,https://www.iflscience.com/health-and-medicine/the-mariko-aoki-phenomenon-when-you-need-to-poop-after-entering-a-book-store/,True,Article `download()` failed with 404 Client Error: Not Found for url: https://www.iflscience.com/space/the-cia-once-tried-to-communicate-with-ancient-martians-using-a-psychic/ on URL https://www.iflscience.com/space/the-cia-once-tried-to-communicate-with-ancient-martians-using-a-psychic/,4123.0
3628,ifls,twitter,https://www.iflscience.com/environment/state-of-the-planet-report-for-first-nobel-prize-summit-has-grim-news/,2021-03-22 14:56:00+00:00,,Environment,"research, resilient, summit, prize, paper, grim, climate, state, folke, issues, report, change, planet, nobel",Stephen Luntz,State Of The Planet Report For First Nobel Prize Summit Has Grim News,https://www.iflscience.com/environment/state-of-the-planet-report-for-first-nobel-prize-summit-has-grim-news/,True,Article `download()` failed with 404 Client Error: Not Found for url: https://www.iflscience.com/space/the-cia-once-tried-to-communicate-with-ancient-martians-using-a-psychic/ on URL https://www.iflscience.com/space/the-cia-once-tried-to-communicate-with-ancient-martians-using-a-psychic/,4119.0
3723,ifls,twitter,https://www.iflscience.com/plants-and-animals/scientists-discover-key-ingredient-behind-tiny-glittery-squids-symbiotic-bacterial-glow/,2021-03-10 17:20:00+00:00,,Plants and Animals,"scientists, discover, know, youre, sanchez, glow, symbiosis, glittery, bacteria, hours, bacterial, v, squids, ingredient, light, squid, symbiotic, fischeri, tiny, key",Rachael Funnell,Scientists Discover Key Ingredient Behind Tiny Glittery Squid's Symbiotic Bacterial Glow,https://www.iflscience.com/plants-and-animals/scientists-discover-key-ingredient-behind-tiny-glittery-squids-symbiotic-bacterial-glow/,True,Article `download()` failed with 404 Client Error: Not Found for url: https://www.iflscience.com/space/breaking-the-ema-finds-the-oxfordastrazeneca-vaccine-is-not-associated-with-increased-blood-clot-risk/ on URL https://www.iflscience.com/space/breaking-the-ema-finds-the-oxfordastrazeneca-vaccine-is-not-associated-with-increased-blood-clot-risk/,4231.0
3459,ifls,twitter,https://www.iflscience.com/physics/heavy-water-tastes-sweet-even-though-its-chemically-just-water/,2021-04-08 12:28:00+00:00,,Physics,"hydrogen, making, humans, sweetness, chemically, heavy, small, water, ordinary, tastes, known, sweet, taste",Stephen Luntz,"Heavy Water Tastes Sweet, Even Though It's Chemically Just Water",https://www.iflscience.com/physics/heavy-water-tastes-sweet-even-though-its-chemically-just-water/,True,URL with wrong domain,3931.0
3650,ifls,twitter,https://www.iflscience.com/plants-and-animals/armored-dinosaur-appears-to-have-been-a-digger/,2021-03-18 16:00:00+00:00,,Plants and Animals,"hollows, bones, feet, tail, dig, dinosaurs, species, lee, protect, 1001359, mpcd, armored, ankylosaurs, dug",Stephen Luntz,Armored Dinosaurs May Have Dug Hollows To Protect Themselves,https://www.iflscience.com/plants-and-animals/armored-dinosaur-appears-to-have-been-a-digger/,True,Article `download()` failed with 404 Client Error: Not Found for url: https://www.iflscience.com/space/breaking-the-ema-finds-the-oxfordastrazeneca-vaccine-is-not-associated-with-increased-blood-clot-risk/ on URL https://www.iflscience.com/space/breaking-the-ema-finds-the-oxfordastrazeneca-vaccine-is-not-associated-with-increased-blood-clot-risk/,4143.0
3356,ifls,twitter,https://www.iflscience.com/plants-and-animals/american-honey-contains-radioactive-isotope-from-cold-war-atomic-bomb-testing/,2021-04-21 15:38:00+00:00,,Plants and Animals,"radioactive, test, honey, american, kaste, testing, contains, war, cold, isotope, bomb, potassium, north, levels, cesium137, atomic, research",Jack Dunhill,American Honey Contains Radioactive Isotope From Cold War Atomic Bomb Testing,https://www.iflscience.com/plants-and-animals/american-honey-contains-radioactive-isotope-from-cold-war-atomic-bomb-testing/,True,URL with wrong domain,3824.0
3522,ifls,twitter,https://www.iflscience.com/health-and-medicine/pfizer-covid19-vaccine-reported-as-100-percent-effective-in-south-african-trial-participants/,2021-04-01 14:54:00+00:00,,Health and Medicine,"disease, pfizer, african, south, high, dose, severe, trial, participants, preventing, efficacy, cases, effective, 100, data, covid19, reported, vaccine",Dr Alfredo Carpineti,Pfizer COVID-19 Vaccine Reported As 100 Percent Effective In South African Trial Participants,https://www.iflscience.com/health-and-medicine/pfizer-covid19-vaccine-reported-as-100-percent-effective-in-south-african-trial-participants/,True,URL with wrong domain,4002.0
3704,ifls,twitter,https://www.iflscience.com/editors-blog/cold-case-solved-with-cold-cuts-as-halfeaten-sausage-reveals-burglars-dna/,2021-03-12 13:43:00+00:00,,Editor's Blog,"sausage, burglars, westrom, search, able, cuts, scene, cold, reveals, dna, solved, bite, sample, halfeaten, case, took, match",Rachael Funnell,Cold Case Solved With Cold Cuts As Half-Eaten Sausage Reveals Burglar's DNA,https://www.iflscience.com/editors-blog/cold-case-solved-with-cold-cuts-as-halfeaten-sausage-reveals-burglars-dna/,True,Article `download()` failed with 404 Client Error: Not Found for url: https://www.iflscience.com/space/breaking-the-ema-finds-the-oxfordastrazeneca-vaccine-is-not-associated-with-increased-blood-clot-risk/ on URL https://www.iflscience.com/space/breaking-the-ema-finds-the-oxfordastrazeneca-vaccine-is-not-associated-with-increased-blood-clot-risk/,4210.0
3681,ifls,twitter,https://www.iflscience.com/plants-and-animals/secrets-of-humanitys-closest-hibernating-relative-could-pave-way-for-space-flight-and-surgery/,2021-03-15 16:31:00+00:00,,Plants and Animals,"closest, primate, winter, wild, blanco, relative, surgery, hibernate, way, hibernation, secrets, space, lemurs, dwarf, pave, humanitys, lemur, hibernating, flight, fattailed",Stephen Luntz,Secrets Of Humanity’s Closest Hibernating Relative Could Pave Way For Space Flight And Surgery,https://www.iflscience.com/plants-and-animals/secrets-of-humanitys-closest-hibernating-relative-could-pave-way-for-space-flight-and-surgery/,True,Article `download()` failed with 404 Client Error: Not Found for url: https://www.iflscience.com/space/breaking-the-ema-finds-the-oxfordastrazeneca-vaccine-is-not-associated-with-increased-blood-clot-risk/ on URL https://www.iflscience.com/space/breaking-the-ema-finds-the-oxfordastrazeneca-vaccine-is-not-associated-with-increased-blood-clot-risk/,4187.0
3502,ifls,twitter,https://www.iflscience.com/space/nasa-sees-first-xrays-from-uranus/,2021-04-02 17:01:00+00:00,,Space,"xrays, xray, atmosphere, rings, nasa, system, uranus, sees, planets, planet, observations, chandra",Dr Alfredo Carpineti,NASA Sees First X-Rays From Uranus,https://www.iflscience.com/space/nasa-sees-first-xrays-from-uranus/,True,URL with wrong domain,3980.0
4946,popsci,twitter,https://www.popsci.com/story/environment/rat-island-alaska/?taid=60495d89d52b5600013a4e04&utm_campaign=trueanthem_trending-content&utm_medium=social&utm_source=twitter,2021-03-10 23:00:00+00:00,2021-04-26 06:19:52+00:00,Environment,"ecology, Environment, invasive species, rat island, rats",Ellie Shechet,How scientists helped Alaska’s “Rat Island” shake off its namesake rodents,https://www.popsci.com/story/environment/rat-island-alaska/,True,,6639.0
4801,popsci,twitter,https://www.popsci.com/story/science/natural-insect-repellants/?taid=60511c69a8e0d30001b4b1db&utm_campaign=trueanthem_trending-content&utm_medium=social&utm_source=twitter,2021-03-16 10:00:00+00:00,2021-04-26 06:16:12+00:00,Science,"bugs, insects, mosquitoes, nature, pesticides",Philip Kiefer,Catnip and grapefruit are ushering in a new era of insect repellants,https://www.popsci.com/story/science/natural-insect-repellants/,True,,6352.0
5129,popsci,twitter,https://www.popsci.com/story/science/weirdest-thing-otzi-pancake-uncanny-valley-astrology-horoscope/?taid=603f7a497e68aa0001a28e46&utm_campaign=trueanthem_trending-content&utm_medium=social&utm_source=twitter,2021-03-03 11:00:00+00:00,2021-04-26 06:15:52+00:00,Science,"astrology, bacon, EVOLUTION, food, history",Popsci Staff,Your favorite brunch foods are thousands of years old,https://www.popsci.com/story/science/weirdest-thing-otzi-pancake-uncanny-valley-astrology-horoscope/,True,,7004.0
3833,popsci,twitter,https://www.popsci.com/story/environment/public-helps-identify-invasive-species/?taid=6089160ac8e567000101539f&utm_campaign=trueanthem_trending-content&utm_medium=social&utm_source=twitter,2021-04-27 16:00:00+00:00,2021-04-27 16:54:09+00:00,Science,"agriculture, Biodiversity, citizen science, Environment, invasive species",Shaena Montanari,Citizen scientists are great invasive species detectives,https://www.popsci.com/story/environment/public-helps-identify-invasive-species/,True,,4492.0
4055,popsci,twitter,https://www.popsci.com/story/diy/manage-ps5-storage/?taid=607b22235a08ec000131fba8&utm_campaign=trueanthem_trending-content&utm_medium=social&utm_source=twitter,2021-04-15 19:22:54+00:00,2021-04-15 19:23:02+00:00,Technology,"consoles, DIY, game consoles, playstation, playstation 5",David Nield,How to manage PS5 storage as it starts to fill up,https://www.popsci.com/story/diy/manage-ps5-storage/,True,,4921.0
4337,popsci,twitter,https://www.popsci.com/story/diy/how-to-clean-dryer-vent/?taid=606ba4cd9e71f30001ce42a1&utm_campaign=trueanthem_trending-content&utm_medium=social&utm_source=twitter,2021-04-05 13:32:51+00:00,2021-04-05 13:35:24+00:00,DIY,"appliances, clothing, DIY, Home, home appliances",John Kennedy,How to clean a dryer vent and reduce your fire risk,https://www.popsci.com/story/diy/how-to-clean-dryer-vent/,True,,5470.0
3986,popsci,twitter,https://www.popsci.com/story/health/testing-after-covid-vaccine/?taid=607ed05d3f50910001b1db3e&utm_campaign=trueanthem_trending-content&utm_medium=social&utm_source=twitter,2021-04-20 11:13:58+00:00,2021-04-20 11:15:23+00:00,Science,"cdc, coronavirus, COVID-19, faqs, vaccine",Tara Santora,Should vaccinated people still get COVID tests?,https://www.popsci.com/story/health/testing-after-covid-vaccine/,True,,4795.0
5120,popsci,twitter,https://www.popsci.com/story/health/lyme-disease-treatment-for-humans/?taid=603feaec5a455f0001c96c90&utm_campaign=trueanthem_trending-content&utm_medium=social&utm_source=twitter,2021-03-03 19:00:00+00:00,2021-04-26 06:25:38+00:00,Health,"cdc, drugs, fda, Field & Stream, Health",Tom Keer Field,A novel drug to prevent Lyme disease is now being tested in humans,https://www.popsci.com/story/health/lyme-disease-treatment-for-humans/,True,,6987.0
5108,popsci,twitter,https://www.popsci.com/story/science/charted-biking-cities/?taid=60409388a6b68d00016e1b3c&utm_campaign=trueanthem_trending-content&utm_medium=social&utm_source=twitter,2021-03-18 10:53:36+00:00,2021-04-26 06:25:53+00:00,Science,"bikes, charted, cities, infrastructure, Science",Andrew Small,The top 10 cities for biking probably aren’t where you think,https://www.popsci.com/story/science/charted-biking-cities/,True,,6963.0
4714,popsci,twitter,https://www.popsci.com/story/technology/bell-v-280-valor-next-army-black-hawk/?taid=6055e3c7ac741e000115f7ba&utm_campaign=trueanthem_trending-content&utm_medium=social&utm_source=twitter,2021-03-19 15:00:00+00:00,2021-04-26 06:13:54+00:00,Technology,"Aviation, Aviation News, evergreen, helicopters, military aviation",Rob Verger,Tilting rotors could help make Bell’s speedy new aircraft the next Black Hawk,https://www.popsci.com/story/technology/bell-v-280-valor-next-army-black-hawk/,True,,6179.0
4208,popsci,twitter,https://www.popsci.com/story/diy/alligator-safety-tips/?taid=6072c8ad4ab4da0001c19359&utm_campaign=trueanthem_trending-content&utm_medium=social&utm_source=twitter,2021-04-10 17:32:00+00:00,2021-04-14 19:58:40+00:00,DIY,"alligators, Animals, DIY, outdoors, reptiles",Alisha Mcdarris,How to survive an alligator encounter,https://www.popsci.com/story/diy/alligator-safety-tips/,True,,5215.0
